timestamp;rr_interval_ms
2023-09-22T20:20:26.460;542
2023-09-22T20:20:27.002;558
2023-09-22T20:20:27.560;568
2023-09-22T20:20:28.128;552
2023-09-22T20:20:28.680;542
2023-09-22T20:20:29.222;551
2023-09-22T20:20:29.773;556
2023-09-22T20:20:30.329;553
2023-09-22T20:20:30.882;560
2023-09-22T20:20:31.442;566
2023-09-22T20:20:32.008;565
2023-09-22T20:20:32.573;570
2023-09-22T20:20:33.143;566
2023-09-22T20:20:33.709;582
2023-09-22T20:20:34.291;553
2023-09-22T20:20:34.844;546
2023-09-22T20:20:35.390;540
2023-09-22T20:20:35.930;536
2023-09-22T20:20:36.466;540
2023-09-22T20:20:37.006;550
2023-09-22T20:20:37.556;561
2023-09-22T20:20:38.117;565
2023-09-22T20:20:38.682;571
2023-09-22T20:20:39.253;573
2023-09-22T20:20:39.826;576
2023-09-22T20:20:40.402;564
2023-09-22T20:20:40.966;554
2023-09-22T20:20:41.520;547
2023-09-22T20:20:42.067;553
2023-09-22T20:20:42.620;569
2023-09-22T20:20:43.189;573
2023-09-22T20:20:43.762;584
2023-09-22T20:20:44.346;591
2023-09-22T20:20:44.937;575
2023-09-22T20:20:45.512;583
2023-09-22T20:20:46.095;577
2023-09-22T20:20:46.672;569
2023-09-22T20:20:47.241;564
2023-09-22T20:20:47.805;550
2023-09-22T20:20:48.355;546
2023-09-22T20:20:48.901;522
2023-09-22T20:20:49.423;518
2023-09-22T20:20:49.941;514
2023-09-22T20:20:50.455;519
2023-09-22T20:20:50.974;541
2023-09-22T20:20:51.515;570
2023-09-22T20:20:52.085;605
2023-09-22T20:20:52.690;627
2023-09-22T20:20:53.317;627
2023-09-22T20:20:53.944;606
2023-09-22T20:20:54.550;615
2023-09-22T20:20:55.165;589
2023-09-22T20:20:55.754;565
2023-09-22T20:20:56.319;553
2023-09-22T20:20:56.872;543
2023-09-22T20:20:57.415;526
2023-09-22T20:20:57.941;528
2023-09-22T20:20:58.469;540
2023-09-22T20:20:59.009;566
2023-09-22T20:20:59.575;570
2023-09-22T20:21:00.145;576
2023-09-22T20:21:00.721;559
2023-09-22T20:21:01.280;540
2023-09-22T20:21:01.820;536
2023-09-22T20:21:02.356;533
2023-09-22T20:21:02.889;551
2023-09-22T20:21:03.440;581
2023-09-22T20:21:04.021;599
2023-09-22T20:21:04.620;592
2023-09-22T20:21:05.212;589
2023-09-22T20:21:05.801;557
2023-09-22T20:21:06.358;558
2023-09-22T20:21:06.916;566
2023-09-22T20:21:07.482;573
2023-09-22T20:21:08.055;575
2023-09-22T20:21:08.630;550
2023-09-22T20:21:09.180;528
2023-09-22T20:21:09.708;529
2023-09-22T20:21:10.237;535
2023-09-22T20:21:10.772;557
2023-09-22T20:21:11.329;571
2023-09-22T20:21:11.900;576
2023-09-22T20:21:12.476;584
2023-09-22T20:21:13.060;587
2023-09-22T20:21:13.647;579
2023-09-22T20:21:14.226;565
2023-09-22T20:21:14.791;545
2023-09-22T20:21:15.336;536
2023-09-22T20:21:15.872;538
2023-09-22T20:21:16.410;542
2023-09-22T20:21:16.952;556
2023-09-22T20:21:17.508;560
2023-09-22T20:21:18.068;579
2023-09-22T20:21:18.647;584
2023-09-22T20:21:19.231;586
2023-09-22T20:21:19.817;573
2023-09-22T20:21:20.390;553
2023-09-22T20:21:20.943;544
2023-09-22T20:21:21.487;560
2023-09-22T20:21:22.047;572
2023-09-22T20:21:22.619;577
2023-09-22T20:21:23.196;595
2023-09-22T20:21:23.791;569
2023-09-22T20:21:24.360;575
2023-09-22T20:21:24.935;564
2023-09-22T20:21:25.499;564
2023-09-22T20:21:26.063;544
2023-09-22T20:21:26.607;537
2023-09-22T20:21:27.144;528
2023-09-22T20:21:27.672;520
2023-09-22T20:21:28.192;519
2023-09-22T20:21:28.711;526
2023-09-22T20:21:29.237;545
2023-09-22T20:21:29.782;554
2023-09-22T20:21:30.336;564
2023-09-22T20:21:30.900;570
2023-09-22T20:21:31.470;548
2023-09-22T20:21:32.018;568
2023-09-22T20:21:32.586;570
2023-09-22T20:21:33.156;575
2023-09-22T20:21:33.731;572
2023-09-22T20:21:34.303;559
2023-09-22T20:21:34.862;562
2023-09-22T20:21:35.424;559
2023-09-22T20:21:35.983;546
2023-09-22T20:21:36.529;543
2023-09-22T20:21:37.072;539
2023-09-22T20:21:37.611;531
2023-09-22T20:21:38.142;523
2023-09-22T20:21:38.665;514
2023-09-22T20:21:39.179;508
2023-09-22T20:21:39.687;511
2023-09-22T20:21:40.198;533
2023-09-22T20:21:40.731;567
2023-09-22T20:21:41.298;562
2023-09-22T20:21:41.860;568
2023-09-22T20:21:42.428;580
2023-09-22T20:21:43.008;574
2023-09-22T20:21:43.582;556
2023-09-22T20:21:44.138;528
2023-09-22T20:21:44.666;534
2023-09-22T20:21:45.200;551
2023-09-22T20:21:45.751;583
2023-09-22T20:21:46.334;612
2023-09-22T20:21:46.946;604
2023-09-22T20:21:47.550;635
2023-09-22T20:21:48.185;661
2023-09-22T20:21:48.846;688
2023-09-22T20:21:49.534;650
2023-09-22T20:21:50.184;612
2023-09-22T20:21:50.796;596
2023-09-22T20:21:51.392;563
2023-09-22T20:21:51.955;555
2023-09-22T20:21:52.510;538
2023-09-22T20:21:53.048;538
2023-09-22T20:21:53.586;538
2023-09-22T20:21:54.124;551
2023-09-22T20:21:54.675;546
2023-09-22T20:21:55.221;538
2023-09-22T20:21:55.759;539
2023-09-22T20:21:56.298;552
2023-09-22T20:21:56.850;580
2023-09-22T20:21:57.430;589
2023-09-22T20:21:58.019;601
2023-09-22T20:21:58.620;590
2023-09-22T20:21:59.210;591
2023-09-22T20:21:59.801;580
2023-09-22T20:22:00.381;576
2023-09-22T20:22:00.957;548
2023-09-22T20:22:01.505;534
2023-09-22T20:22:02.039;520
2023-09-22T20:22:02.559;518
2023-09-22T20:22:03.077;520
2023-09-22T20:22:03.597;545
2023-09-22T20:22:04.142;590
2023-09-22T20:22:04.732;663
2023-09-22T20:22:05.395;719
2023-09-22T20:22:06.114;720
2023-09-22T20:22:06.834;737
2023-09-22T20:22:07.571;669
2023-09-22T20:22:08.240;608
2023-09-22T20:22:08.848;575
2023-09-22T20:22:09.423;557
2023-09-22T20:22:09.980;573
2023-09-22T20:22:10.553;583
2023-09-22T20:22:11.136;567
2023-09-22T20:22:11.703;555
2023-09-22T20:22:12.258;550
2023-09-22T20:22:12.808;546
2023-09-22T20:22:13.354;543
2023-09-22T20:22:13.897;526
2023-09-22T20:22:14.423;527
2023-09-22T20:22:14.950;532
2023-09-22T20:22:15.482;531
2023-09-22T20:22:16.013;527
2023-09-22T20:22:16.540;535
2023-09-22T20:22:17.075;546
2023-09-22T20:22:17.621;542
2023-09-22T20:22:18.163;531
2023-09-22T20:22:18.694;527
2023-09-22T20:22:19.221;540
