timestamp;rr_interval_ms
2023-09-22T20:16:01.903;536
2023-09-22T20:16:02.439;543
2023-09-22T20:16:02.982;558
2023-09-22T20:16:03.540;558
2023-09-22T20:16:04.098;561
2023-09-22T20:16:04.659;559
2023-09-22T20:16:05.218;545
2023-09-22T20:16:05.763;542
2023-09-22T20:16:06.305;536
2023-09-22T20:16:06.841;576
2023-09-22T20:16:07.417;956
2023-09-22T20:16:08.373;491
2023-09-22T20:16:08.864;481
2023-09-22T20:16:09.345;478
2023-09-22T20:16:09.823;478
2023-09-22T20:16:10.301;475
2023-09-22T20:16:10.776;497
2023-09-22T20:16:11.273;584
2023-09-22T20:16:11.857;620
2023-09-22T20:16:12.477;578
2023-09-22T20:16:13.055;620
2023-09-22T20:16:13.675;821
2023-09-22T20:16:14.496;685
2023-09-22T20:16:15.181;708
2023-09-22T20:16:15.889;646
2023-09-22T20:16:16.535;643
2023-09-22T20:16:17.178;682
2023-09-22T20:16:17.860;741
2023-09-22T20:16:18.601;674
2023-09-22T20:16:19.275;629
2023-09-22T20:16:19.904;616
2023-09-22T20:16:20.520;604
2023-09-22T20:16:21.124;592
2023-09-22T20:16:21.716;582
2023-09-22T20:16:22.298;607
2023-09-22T20:16:22.905;627
2023-09-22T20:16:23.532;593
2023-09-22T20:16:24.125;563
2023-09-22T20:16:24.688;544
2023-09-22T20:16:25.232;560
2023-09-22T20:16:25.792;593
2023-09-22T20:16:26.385;778
2023-09-22T20:16:27.163;664
2023-09-22T20:16:27.827;610
2023-09-22T20:16:28.437;600
2023-09-22T20:16:29.037;674
2023-09-22T20:16:29.711;710
2023-09-22T20:16:30.421;647
2023-09-22T20:16:31.068;670
2023-09-22T20:16:31.738;688
2023-09-22T20:16:32.426;657
2023-09-22T20:16:33.083;631
2023-09-22T20:16:33.714;609
2023-09-22T20:16:34.323;637
2023-09-22T20:16:34.960;648
2023-09-22T20:16:35.608;630
2023-09-22T20:16:36.238;618
2023-09-22T20:16:36.856;649
2023-09-22T20:16:37.505;633
2023-09-22T20:16:38.138;605
2023-09-22T20:16:38.743;591
2023-09-22T20:16:39.334;599
2023-09-22T20:16:39.933;601
2023-09-22T20:16:40.534;579
2023-09-22T20:16:41.113;564
2023-09-22T20:16:41.677;554
2023-09-22T20:16:42.231;557
2023-09-22T20:16:42.788;548
2023-09-22T20:16:43.336;545
2023-09-22T20:16:43.881;531
2023-09-22T20:16:44.412;544
2023-09-22T20:16:44.956;559
2023-09-22T20:16:45.515;550
2023-09-22T20:16:46.065;550
2023-09-22T20:16:46.615;574
2023-09-22T20:16:47.189;615
2023-09-22T20:16:47.804;609
2023-09-22T20:16:48.413;590
2023-09-22T20:16:49.003;601
2023-09-22T20:16:49.604;646
2023-09-22T20:16:50.250;688
2023-09-22T20:16:50.938;633
2023-09-22T20:16:51.571;596
2023-09-22T20:16:52.167;596
2023-09-22T20:16:52.763;584
2023-09-22T20:16:53.347;587
2023-09-22T20:16:53.934;563
2023-09-22T20:16:54.497;543
2023-09-22T20:16:55.040;542
2023-09-22T20:16:55.582;560
2023-09-22T20:16:56.142;578
2023-09-22T20:16:56.720;564
2023-09-22T20:16:57.284;548
2023-09-22T20:16:57.832;560
2023-09-22T20:16:58.392;580
2023-09-22T20:16:58.972;624
2023-09-22T20:16:59.596;563
2023-09-22T20:17:00.159;548
2023-09-22T20:17:00.707;534
2023-09-22T20:17:01.241;523
2023-09-22T20:17:01.764;508
2023-09-22T20:17:02.272;511
2023-09-22T20:17:02.783;539
2023-09-22T20:17:03.322;529
2023-09-22T20:17:03.851;510
2023-09-22T20:17:04.361;520
2023-09-22T20:17:04.881;522
2023-09-22T20:17:05.403;535
2023-09-22T20:17:05.938;536
2023-09-22T20:17:06.474;535
2023-09-22T20:17:07.009;532
2023-09-22T20:17:07.541;533
2023-09-22T20:17:08.074;535
2023-09-22T20:17:08.609;517
2023-09-22T20:17:09.126;508
2023-09-22T20:17:09.634;503
2023-09-22T20:17:10.137;499
2023-09-22T20:17:10.636;501
2023-09-22T20:17:11.137;499
2023-09-22T20:17:11.636;496
2023-09-22T20:17:12.132;505
2023-09-22T20:17:12.637;501
2023-09-22T20:17:13.138;512
2023-09-22T20:17:13.650;509
2023-09-22T20:17:14.159;513
2023-09-22T20:17:14.672;507
2023-09-22T20:17:15.179;503
2023-09-22T20:17:15.682;500
2023-09-22T20:17:16.182;498
2023-09-22T20:17:16.680;487
2023-09-22T20:17:17.167;478
2023-09-22T20:17:17.645;478
2023-09-22T20:17:18.123;483
2023-09-22T20:17:18.606;494
2023-09-22T20:17:19.100;522
2023-09-22T20:17:19.622;559
2023-09-22T20:17:20.181;528
2023-09-22T20:17:20.709;513
2023-09-22T20:17:21.222;533
2023-09-22T20:17:21.755;531
2023-09-22T20:17:22.286;554
2023-09-22T20:17:22.840;557
2023-09-22T20:17:23.397;560
2023-09-22T20:17:23.957;542
2023-09-22T20:17:24.499;542
2023-09-22T20:17:25.041;523
2023-09-22T20:17:25.564;515
2023-09-22T20:17:26.079;503
2023-09-22T20:17:26.582;500
2023-09-22T20:17:27.082;506
2023-09-22T20:17:27.588;506
2023-09-22T20:17:28.094;511
2023-09-22T20:17:28.605;497
2023-09-22T20:17:29.102;494
2023-09-22T20:17:29.596;493
2023-09-22T20:17:30.089;498
2023-09-22T20:17:30.587;507
2023-09-22T20:17:31.094;520
2023-09-22T20:17:31.614;523
2023-09-22T20:17:32.137;529
2023-09-22T20:17:32.666;529
2023-09-22T20:17:33.195;528
2023-09-22T20:17:33.723;526
2023-09-22T20:17:34.249;522
2023-09-22T20:17:34.771;514
2023-09-22T20:17:35.285;506
2023-09-22T20:17:35.791;498
2023-09-22T20:17:36.289;501
2023-09-22T20:17:36.790;507
2023-09-22T20:17:37.297;522
2023-09-22T20:17:37.819;516
2023-09-22T20:17:38.335;507
2023-09-22T20:17:38.842;522
2023-09-22T20:17:39.364;540
2023-09-22T20:17:39.904;551
2023-09-22T20:17:40.455;571
2023-09-22T20:17:41.026;560
2023-09-22T20:17:41.586;548
2023-09-22T20:17:42.134;548
2023-09-22T20:17:42.682;548
2023-09-22T20:17:43.230;561
2023-09-22T20:17:43.791;564
2023-09-22T20:17:44.355;547
2023-09-22T20:17:44.902;539
2023-09-22T20:17:45.441;533
2023-09-22T20:17:45.974;559
2023-09-22T20:17:46.533;557
2023-09-22T20:17:47.090;548
2023-09-22T20:17:47.638;540
2023-09-22T20:17:48.178;537
2023-09-22T20:17:48.715;542
2023-09-22T20:17:49.257;540
2023-09-22T20:17:49.797;540
2023-09-22T20:17:50.337;538
2023-09-22T20:17:50.875;538
2023-09-22T20:17:51.413;540
2023-09-22T20:17:51.953;538
2023-09-22T20:17:52.491;538
2023-09-22T20:17:53.029;541
2023-09-22T20:17:53.570;537
2023-09-22T20:17:54.107;533
2023-09-22T20:17:54.640;531
2023-09-22T20:17:55.171;528
2023-09-22T20:17:55.699;523
2023-09-22T20:17:56.222;518
2023-09-22T20:17:56.740;505
2023-09-22T20:17:57.245;496
2023-09-22T20:17:57.741;491
2023-09-22T20:17:58.232;493
2023-09-22T20:17:58.725;510
2023-09-22T20:17:59.235;556
2023-09-22T20:17:59.791;592
2023-09-22T20:18:00.383;603
2023-09-22T20:18:00.986;622
2023-09-22T20:18:01.608;683
2023-09-22T20:18:02.291;789
2023-09-22T20:18:03.080;737
2023-09-22T20:18:03.817;698
2023-09-22T20:18:04.515;644
2023-09-22T20:18:05.159;621
2023-09-22T20:18:05.780;632
2023-09-22T20:18:06.412;598
2023-09-22T20:18:07.010;602
2023-09-22T20:18:07.612;575
2023-09-22T20:18:08.187;560
2023-09-22T20:18:08.747;544
2023-09-22T20:18:09.291;541
2023-09-22T20:18:09.832;547
2023-09-22T20:18:10.379;551
2023-09-22T20:18:10.930;551
2023-09-22T20:18:11.481;560
2023-09-22T20:18:12.041;559
2023-09-22T20:18:12.600;559
2023-09-22T20:18:13.159;567
2023-09-22T20:18:13.726;540
2023-09-22T20:18:14.266;535
2023-09-22T20:18:14.801;526
2023-09-22T20:18:15.327;530
2023-09-22T20:18:15.857;532
2023-09-22T20:18:16.389;556
2023-09-22T20:18:16.945;557
2023-09-22T20:18:17.502;572
2023-09-22T20:18:18.074;562
2023-09-22T20:18:18.636;579
2023-09-22T20:18:19.215;560
2023-09-22T20:18:19.775;554
2023-09-22T20:18:20.329;546
2023-09-22T20:18:20.875;540
2023-09-22T20:18:21.415;519
2023-09-22T20:18:21.934;507
2023-09-22T20:18:22.441;496
2023-09-22T20:18:22.937;490
2023-09-22T20:18:23.427;494
2023-09-22T20:18:23.921;563
2023-09-22T20:18:24.484;692
2023-09-22T20:18:25.176;846
2023-09-22T20:18:26.022;707
2023-09-22T20:18:26.729;612
2023-09-22T20:18:27.341;588
2023-09-22T20:18:27.929;594
2023-09-22T20:18:28.523;644
2023-09-22T20:18:29.167;663
2023-09-22T20:18:29.830;682
2023-09-22T20:18:30.512;643
2023-09-22T20:18:31.155;629
2023-09-22T20:18:31.784;619
2023-09-22T20:18:32.403;634
2023-09-22T20:18:33.037;597
2023-09-22T20:18:33.634;1107
2023-09-22T20:18:34.741;528
2023-09-22T20:18:35.269;520
2023-09-22T20:18:35.789;523
2023-09-22T20:18:36.312;545
2023-09-22T20:18:36.857;582
2023-09-22T20:18:37.439;608
2023-09-22T20:18:38.047;594
2023-09-22T20:18:38.641;557
2023-09-22T20:18:39.198;551
2023-09-22T20:18:39.749;555
2023-09-22T20:18:40.304;580
2023-09-22T20:18:40.884;584
2023-09-22T20:18:41.468;604
2023-09-22T20:18:42.072;622
2023-09-22T20:18:42.694;617
2023-09-22T20:18:43.311;621
2023-09-22T20:18:43.932;602
2023-09-22T20:18:44.534;602
2023-09-22T20:18:45.136;558
2023-09-22T20:18:45.694;552
2023-09-22T20:18:46.246;543
2023-09-22T20:18:46.789;543
2023-09-22T20:18:47.332;549
2023-09-22T20:18:47.881;548
2023-09-22T20:18:48.429;555
2023-09-22T20:18:48.984;551
2023-09-22T20:18:49.535;566
2023-09-22T20:18:50.101;574
2023-09-22T20:18:50.675;582
2023-09-22T20:18:51.257;584
2023-09-22T20:18:51.841;584
2023-09-22T20:18:52.425;584
2023-09-22T20:18:53.009;574
2023-09-22T20:18:53.583;564
2023-09-22T20:18:54.147;538
2023-09-22T20:18:54.685;530
2023-09-22T20:18:55.215;523
2023-09-22T20:18:55.738;521
2023-09-22T20:18:56.259;539
2023-09-22T20:18:56.798;590
2023-09-22T20:18:57.388;607
2023-09-22T20:18:57.995;633
2023-09-22T20:18:58.628;624
2023-09-22T20:18:59.252;617
2023-09-22T20:18:59.869;632
2023-09-22T20:19:00.501;625
2023-09-22T20:19:01.126;637
2023-09-22T20:19:01.763;607
2023-09-22T20:19:02.370;596
2023-09-22T20:19:02.966;574
2023-09-22T20:19:03.540;571
2023-09-22T20:19:04.111;539
2023-09-22T20:19:04.650;533
2023-09-22T20:19:05.183;525
2023-09-22T20:19:05.708;524
2023-09-22T20:19:06.232;533
2023-09-22T20:19:06.765;559
2023-09-22T20:19:07.324;600
2023-09-22T20:19:07.924;579
2023-09-22T20:19:08.503;565
2023-09-22T20:19:09.068;556
2023-09-22T20:19:09.624;567
2023-09-22T20:19:10.191;589
2023-09-22T20:19:10.780;606
2023-09-22T20:19:11.386;626
2023-09-22T20:19:12.012;599
2023-09-22T20:19:12.611;601
2023-09-22T20:19:13.212;579
2023-09-22T20:19:13.791;561
2023-09-22T20:19:14.352;544
2023-09-22T20:19:14.896;774
2023-09-22T20:19:15.670;266
2023-09-22T20:19:15.936;507
2023-09-22T20:19:16.443;517
2023-09-22T20:19:16.960;563
2023-09-22T20:19:17.523;615
2023-09-22T20:19:18.138;366
2023-09-22T20:19:18.504;263
2023-09-22T20:19:18.767;636
2023-09-22T20:19:19.403;644
2023-09-22T20:19:20.047;299
2023-09-22T20:19:20.346;307
2023-09-22T20:19:20.653;573
2023-09-22T20:19:21.226;551
2023-09-22T20:19:21.777;546
2023-09-22T20:19:22.323;558
2023-09-22T20:19:22.881;588
2023-09-22T20:19:23.469;601
2023-09-22T20:19:24.070;617
2023-09-22T20:19:24.687;605
2023-09-22T20:19:25.292;443
2023-09-22T20:19:25.735;779
2023-09-22T20:19:26.514;626
2023-09-22T20:19:27.140;611
2023-09-22T20:19:27.751;594
2023-09-22T20:19:28.345;580
2023-09-22T20:19:28.925;566
2023-09-22T20:19:29.491;545
2023-09-22T20:19:30.036;531
2023-09-22T20:19:30.567;523
2023-09-22T20:19:31.090;523
2023-09-22T20:19:31.613;543
2023-09-22T20:19:32.156;562
2023-09-22T20:19:32.718;582
2023-09-22T20:19:33.300;609
2023-09-22T20:19:33.909;614
2023-09-22T20:19:34.523;636
2023-09-22T20:19:35.159;620
2023-09-22T20:19:35.779;604
2023-09-22T20:19:36.383;594
2023-09-22T20:19:36.977;576
2023-09-22T20:19:37.553;570
2023-09-22T20:19:38.123;646
2023-09-22T20:19:38.769;455
2023-09-22T20:19:39.224;1047
2023-09-22T20:19:40.271;521
2023-09-22T20:19:40.792;523
2023-09-22T20:19:41.315;543
2023-09-22T20:19:41.858;561
2023-09-22T20:19:42.419;598
2023-09-22T20:19:43.017;605
2023-09-22T20:19:43.622;646
2023-09-22T20:19:44.268;667
2023-09-22T20:19:44.935;659
2023-09-22T20:19:45.594;650
2023-09-22T20:19:46.244;625
2023-09-22T20:19:46.869;645
2023-09-22T20:19:47.514;615
2023-09-22T20:19:48.129;605
2023-09-22T20:19:48.734;577
2023-09-22T20:19:49.311;558
2023-09-22T20:19:49.869;545
2023-09-22T20:19:50.414;535
2023-09-22T20:19:50.949;533
2023-09-22T20:19:51.482;550
2023-09-22T20:19:52.032;561
2023-09-22T20:19:52.593;584
2023-09-22T20:19:53.177;600
2023-09-22T20:19:53.777;590
2023-09-22T20:19:54.367;584
2023-09-22T20:19:54.951;585
2023-09-22T20:19:55.536;569
2023-09-22T20:19:56.105;565
2023-09-22T20:19:56.670;558
2023-09-22T20:19:57.228;537
2023-09-22T20:19:57.765;531
2023-09-22T20:19:58.296;524
2023-09-22T20:19:58.820;534
2023-09-22T20:19:59.354;543
2023-09-22T20:19:59.897;577
2023-09-22T20:20:00.474;595
2023-09-22T20:20:01.069;614
2023-09-22T20:20:01.683;600
2023-09-22T20:20:02.283;568
2023-09-22T20:20:02.851;566
2023-09-22T20:20:03.417;575
2023-09-22T20:20:03.992;585
2023-09-22T20:20:04.577;601
2023-09-22T20:20:05.178;604
2023-09-22T20:20:05.782;603
2023-09-22T20:20:06.385;599
2023-09-22T20:20:06.984;587
2023-09-22T20:20:07.571;586
2023-09-22T20:20:08.157;579
2023-09-22T20:20:08.736;578
2023-09-22T20:20:09.314;559
2023-09-22T20:20:09.873;553
2023-09-22T20:20:10.426;548
2023-09-22T20:20:10.974;549
2023-09-22T20:20:11.523;546
2023-09-22T20:20:12.069;523
2023-09-22T20:20:12.592;519
2023-09-22T20:20:13.111;514
2023-09-22T20:20:13.625;1059
2023-09-22T20:20:14.684;558
2023-09-22T20:20:15.242;575
2023-09-22T20:20:15.817;583
2023-09-22T20:20:16.400;582
2023-09-22T20:20:16.982;579
2023-09-22T20:20:17.561;592
2023-09-22T20:20:18.153;581
2023-09-22T20:20:18.734;573
2023-09-22T20:20:19.307;561
2023-09-22T20:20:19.868;546
2023-09-22T20:20:20.414;534
2023-09-22T20:20:20.948;526
2023-09-22T20:20:21.474;525
2023-09-22T20:20:21.999;542
2023-09-22T20:20:22.541;558
2023-09-22T20:20:23.099;572
2023-09-22T20:20:23.671;572
2023-09-22T20:20:24.243;573
2023-09-22T20:20:24.816;560
2023-09-22T20:20:25.376;545
2023-09-22T20:20:25.921;539
